image_path,dx,dy,dz,droll,dpitch,dyaw,gripper
images/initial.png,-0.0017745070106843092,0.005079794436693139,0.0010578825741129685,-0.08060175364274605,0.05146884931010352,0.0772995961986335,0.996078431372549
